,Unnamed: 0,Course Name,Course Number,Student ID,Grade,Certificate Eligible,Certificate Delivered,Pass,Attempt,learner cluster,c_length,Evaluate,Learner Type
203,203,General Physics I,ku002,162523,0.47,0,0,0,0.47,2,Long,0: Not Pass,2: Targeting
204,204,General Physics I,ku002,162536,0.29,0,0,0,0.47,2,Long,0: Not Pass,2: Targeting
205,205,General Physics I,ku002,162533,0.16,0,0,0,0.27,2,Long,0: Not Pass,2: Targeting
206,206,General Physics I,ku002,162530,0.0,0,0,0,0.07,0,Long,0: Not Pass,0: Sampling
207,207,General Physics I,ku002,162544,0.0,0,0,0,0.0,0,Long,0: Not Pass,0: Sampling
208,208,General Physics I,ku002,162539,0.0,0,0,0,0.0,0,Long,0: Not Pass,0: Sampling
209,209,General Physics I,ku002,162547,0.18,0,0,0,0.27,2,Long,0: Not Pass,2: Targeting
210,210,General Physics I,ku002,162559,0.0,0,0,0,0.0,0,Long,0: Not Pass,0: Sampling
211,211,General Physics I,ku002,162541,0.0,0,0,0,0.0,0,Long,0: Not Pass,0: Sampling
212,212,General Physics I,ku002,162560,0.13,0,0,0,0.27,2,Long,0: Not Pass,2: Targeting
213,213,General Physics I,ku002,162554,0.18,0,0,0,0.27,2,Long,0: Not Pass,2: Targeting
214,214,General Physics I,ku002,162577,0.0,0,0,0,0.0,0,Long,0: Not Pass,0: Sampling
215,215,General Physics I,ku002,162578,0.0,0,0,0,0.0,0,Long,0: Not Pass,0: Sampling
216,216,General Physics I,ku002,162557,0.18,0,0,0,0.27,2,Long,0: Not Pass,2: Targeting
217,217,General Physics I,ku002,162562,0.0,0,0,0,0.0,0,Long,0: Not Pass,0: Sampling
218,218,General Physics I,ku002,162586,0.0,0,0,0,0.0,0,Long,0: Not Pass,0: Sampling
219,219,General Physics I,ku002,162604,0.0,0,0,0,0.0,0,Long,0: Not Pass,0: Sampling
220,220,General Physics I,ku002,162605,0.18,0,0,0,0.27,2,Long,0: Not Pass,2: Targeting
221,221,General Physics I,ku002,162575,0.91,1,0,1,0.93,1,Long,1: Pass,1: Comprehensive
222,222,General Physics I,ku002,162595,0.64,1,0,1,1.0,1,Long,1: Pass,1: Comprehensive
223,223,General Physics I,ku002,162608,0.0,0,0,0,0.0,0,Long,0: Not Pass,0: Sampling
224,224,General Physics I,ku002,162568,0.17,0,0,0,0.27,2,Long,0: Not Pass,2: Targeting
225,225,General Physics I,ku002,162550,0.0,0,0,0,0.0,0,Long,0: Not Pass,0: Sampling
226,226,General Physics I,ku002,162598,0.0,0,0,0,0.0,0,Long,0: Not Pass,0: Sampling
227,227,General Physics I,ku002,162526,0.0,0,0,0,0.0,0,Long,0: Not Pass,0: Sampling
228,228,General Physics I,ku002,162581,0.0,0,0,0,0.0,0,Long,0: Not Pass,0: Sampling
229,229,General Physics I,ku002,162611,0.0,0,0,0,0.0,0,Long,0: Not Pass,0: Sampling
230,230,General Physics I,ku002,162617,0.0,0,0,0,0.0,0,Long,0: Not Pass,0: Sampling
231,231,General Physics I,ku002,162632,0.18,0,0,0,0.27,2,Long,0: Not Pass,2: Targeting
232,232,General Physics I,ku002,162638,0.19,0,0,0,0.33,2,Long,0: Not Pass,2: Targeting
233,233,General Physics I,ku002,162565,0.12,0,0,0,0.27,2,Long,0: Not Pass,2: Targeting
234,234,General Physics I,ku002,162553,0.0,0,0,0,0.0,0,Long,0: Not Pass,0: Sampling
235,235,General Physics I,ku002,162650,0.0,0,0,0,0.0,0,Long,0: Not Pass,0: Sampling
236,236,General Physics I,ku002,162658,0.0,0,0,0,0.0,0,Long,0: Not Pass,0: Sampling
237,237,General Physics I,ku002,162655,0.18,0,0,0,0.27,2,Long,0: Not Pass,2: Targeting
238,238,General Physics I,ku002,162652,0.18,0,0,0,0.27,2,Long,0: Not Pass,2: Targeting
239,239,General Physics I,ku002,162662,0.0,0,0,0,0.0,0,Long,0: Not Pass,0: Sampling
240,240,General Physics I,ku002,162671,0.18,0,0,0,0.27,2,Long,0: Not Pass,2: Targeting
241,241,General Physics I,ku002,162661,0.0,0,0,0,0.0,0,Long,0: Not Pass,0: Sampling
242,242,General Physics I,ku002,162637,0.0,0,0,0,0.0,0,Long,0: Not Pass,0: Sampling
243,243,General Physics I,ku002,162674,0.0,0,0,0,0.0,0,Long,0: Not Pass,0: Sampling
244,244,General Physics I,ku002,162643,0.0,0,0,0,0.0,0,Long,0: Not Pass,0: Sampling
245,245,General Physics I,ku002,162677,0.18,0,0,0,0.27,2,Long,0: Not Pass,2: Targeting
246,246,General Physics I,ku002,162680,0.18,0,0,0,0.27,2,Long,0: Not Pass,2: Targeting
247,247,General Physics I,ku002,162683,0.17,0,0,0,0.27,2,Long,0: Not Pass,2: Targeting
248,248,General Physics I,ku002,162688,0.0,0,0,0,0.0,0,Long,0: Not Pass,0: Sampling
249,249,General Physics I,ku002,162689,0.04,0,0,0,0.07,0,Long,0: Not Pass,0: Sampling
250,250,General Physics I,ku002,162716,0.15,0,0,0,0.27,2,Long,0: Not Pass,2: Targeting
251,251,General Physics I,ku002,162718,0.0,0,0,0,0.0,0,Long,0: Not Pass,0: Sampling
